Date,Advertiser,Advertiser ID,Campaign,Campaign ID,Site,Site ID,Ad Size,Content Category,Content Category ID,Placement,Placement ID,Strategy,Strategy ID,Version,Version ID,Total Ads Requested
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x250_OO_CRDS_3P_Neustar_AIC_0026_NA_FlashTalking_dCPM,10333770,UF,16463,I_AIB_FGP_022_187FHI2747_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIOF-32-M-OO-M,40074856,106
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x250_OO_CRDS_3P_Neustar_AIC_0026_NA_FlashTalking_dCPM,10333770,UF,16463,I_AIB_FGP_022_187FHI2760_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-DDWFF-32-M-DDWO-P,40074870,106
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x250_OO_CRDS_3P_Neustar_AIC_0026_NA_FlashTalking_dCPM,10333770,UF,16463,I_AIB_FGP_022_187FHI2774_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIMNF-32-M-MNO-P,40074884,108
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x250_OO_CRDS_3P_Neustar_AIC_0026_NA_FlashTalking_dCPM,10333770,UF,16463,I_AIB_FGP_022_187FHI2777_UF_Default-FinalNo_InFootprintZips_HI-SUS-AFI-LVA-HILPRF-32-M-LPO-P,40074890,9
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x600,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x600_OO_CRDS_3P_Neustar_AIC_0027_NA_FlashTalking_dCPM,10333768,UF,16463,I_AIB_FGP_022_187FDI6588_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-UWFT-LVA-QUET-NO-NA-QOTC-E,39700264,12
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x600,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x600_OO_CRDS_3P_Neustar_AIC_0027_NA_FlashTalking_dCPM,10333768,UF,16463,I_AIB_FGP_022_187FDI6596_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-PEU-LVA-QEC-NO-NA-QOTC-E,39700269,16
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x600,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x600_OO_CRDS_3P_Neustar_AIC_0027_NA_FlashTalking_dCPM,10333768,UF,16463,I_AIB_FGP_022_187FDI6604_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-WFSB-LVA-QFS-NO-NA-QOTC-E,39700274,13
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x600,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x600_OO_CRDS_3P_Neustar_AIC_0027_NA_FlashTalking_dCPM,10333768,UF,16463,I_AIB_FGP_022_187FHI2747_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIOF-32-M-OO-M,40074898,15
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x600,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x600_OO_CRDS_3P_Neustar_AIC_0027_NA_FlashTalking_dCPM,10333768,UF,16463,I_AIB_FGP_022_187FHI2760_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-DDWFF-32-M-DDWO-P,40074912,23
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x600,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x600_OO_CRDS_3P_Neustar_AIC_0027_NA_FlashTalking_dCPM,10333768,UF,16463,I_AIB_FGP_022_187FHI2774_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIMNF-32-M-MNO-P,40074926,12
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,300x600,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_300x600_OO_CRDS_3P_Neustar_AIC_0027_NA_FlashTalking_dCPM,10333768,UF,16463,I_AIB_FGP_022_187FHI2777_UF_Default-FinalNo_InFootprintZips_HI-SUS-AFI-LVA-HILPRF-32-M-LPO-P,40074932,9
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,320x50,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_320x50_OO_CRDS_3P_Neustar_AIC_0028_NA_FlashTalking_dCPM,10333755,UF,16463,I_AIB_FGP_022_187FDI6588_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-UWFT-LVA-QUET-NO-NA-QOTC-E,39700206,201
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,320x50,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_320x50_OO_CRDS_3P_Neustar_AIC_0028_NA_FlashTalking_dCPM,10333755,UF,16463,I_AIB_FGP_022_187FDI6596_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-PEU-LVA-QEC-NO-NA-QOTC-E,39700211,197
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,320x50,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_320x50_OO_CRDS_3P_Neustar_AIC_0028_NA_FlashTalking_dCPM,10333755,UF,16463,I_AIB_FGP_022_187FDI6604_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-WFSB-LVA-QFS-NO-NA-QOTC-E,39700216,238
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,320x50,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_320x50_OO_CRDS_3P_Neustar_AIC_0028_NA_FlashTalking_dCPM,10333755,UF,16463,I_AIB_FGP_022_187FHI2747_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIOF-32-M-OO-M,40074772,221
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,320x50,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_320x50_OO_CRDS_3P_Neustar_AIC_0028_NA_FlashTalking_dCPM,10333755,UF,16463,I_AIB_FGP_022_187FHI2760_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-DDWFF-32-M-DDWO-P,40074786,227
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,320x50,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_320x50_OO_CRDS_3P_Neustar_AIC_0028_NA_FlashTalking_dCPM,10333755,UF,16463,I_AIB_FGP_022_187FHI2774_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIMNF-32-M-MNO-P,40074800,213
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,320x50,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_320x50_OO_CRDS_3P_Neustar_AIC_0028_NA_FlashTalking_dCPM,10333755,UF,16463,I_AIB_FGP_022_187FHI2777_UF_Default-FinalNo_InFootprintZips_HI-SUS-AFI-LVA-HILPRF-32-M-LPO-P,40074806,11
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,728x90,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_728x90_OO_CRDS_3P_Neustar_AIC_0029_NA_FlashTalking_dCPM,10333777,UF,16463,I_AIB_FGP_022_187FDI6588_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-UWFT-LVA-QUET-NO-NA-QOTC-E,39700148,1186
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,728x90,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_728x90_OO_CRDS_3P_Neustar_AIC_0029_NA_FlashTalking_dCPM,10333777,UF,16463,I_AIB_FGP_022_187FDI6596_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-PEU-LVA-QEC-NO-NA-QOTC-E,39700153,1436
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,728x90,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_728x90_OO_CRDS_3P_Neustar_AIC_0029_NA_FlashTalking_dCPM,10333777,UF,16463,I_AIB_FGP_022_187FDI6604_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-WFSB-LVA-QFS-NO-NA-QOTC-E,39700158,1191
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,728x90,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_728x90_OO_CRDS_3P_Neustar_AIC_0029_NA_FlashTalking_dCPM,10333777,UF,16463,I_AIB_FGP_022_187FHI2747_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIOF-32-M-OO-M,40074730,1220
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,728x90,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_728x90_OO_CRDS_3P_Neustar_AIC_0029_NA_FlashTalking_dCPM,10333777,UF,16463,I_AIB_FGP_022_187FHI2760_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-DDWFF-32-M-DDWO-P,40074744,1260
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,728x90,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_728x90_OO_CRDS_3P_Neustar_AIC_0029_NA_FlashTalking_dCPM,10333777,UF,16463,I_AIB_FGP_022_187FHI2774_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIMNF-32-M-MNO-P,40074758,1258
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,728x90,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_728x90_OO_CRDS_3P_Neustar_AIC_0029_NA_FlashTalking_dCPM,10333777,UF,16463,I_AIB_FGP_022_187FHI2777_UF_Default-FinalNo_InFootprintZips_HI-SUS-AFI-LVA-HILPRF-32-M-LPO-P,40074764,11
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,970x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_970x250_OO_CRDS_3P_Neustar_AIC_0030_NA_FlashTalking_dCPM,10333771,UF,16463,I_AIB_FGP_022_187FDI6588_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-UWFT-LVA-QUET-NO-NA-QOTC-E,39700090,47
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,970x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_970x250_OO_CRDS_3P_Neustar_AIC_0030_NA_FlashTalking_dCPM,10333771,UF,16463,I_AIB_FGP_022_187FDI6596_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-PEU-LVA-QEC-NO-NA-QOTC-E,39700095,17
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,970x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_970x250_OO_CRDS_3P_Neustar_AIC_0030_NA_FlashTalking_dCPM,10333771,UF,16463,I_AIB_FGP_022_187FDI6604_UF_BAU-AIC-SLN_InFootprintZips_AMZ_AFP-SUS-WFSB-LVA-QFS-NO-NA-QOTC-E,39700100,30
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,970x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_970x250_OO_CRDS_3P_Neustar_AIC_0030_NA_FlashTalking_dCPM,10333771,UF,16463,I_AIB_FGP_022_187FHI2747_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIOF-32-M-OO-M,40074688,47
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,970x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_970x250_OO_CRDS_3P_Neustar_AIC_0030_NA_FlashTalking_dCPM,10333771,UF,16463,I_AIB_FGP_022_187FHI2760_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-DDWFF-32-M-DDWO-P,40074702,35
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,970x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_970x250_OO_CRDS_3P_Neustar_AIC_0030_NA_FlashTalking_dCPM,10333771,UF,16463,I_AIB_FGP_022_187FHI2774_UF_BAU-AIC-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIMNF-32-M-MNO-P,40074716,28
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,970x250,BAU Accomplished and In Control Standalone,68755,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_970x250_OO_CRDS_3P_Neustar_AIC_0030_NA_FlashTalking_dCPM,10333771,UF,16463,I_AIB_FGP_022_187FHI2777_UF_Default-FinalNo_InFootprintZips_HI-SUS-AFI-LVA-HILPRF-32-M-LPO-P,40074722,8
1/12/2024,AT&T Consumer Internet,19534,I_AIB_FGP_022_BAU_BAU_PERF_GM Performance_Q1Q2Q3Q4_2026_C_MULT_MULT_FF_INF,301196,Amazon US,9988,160x600,BAU Basics Standalone,68756,I_AIB_FGP_022_AMAZON (AMZN MED GP)_BAU_DIS_CRS_UF_TRF_GM_ALL_INF_FIB_NA_160x600_OO_CRDS_3P_Neustar_BAS_0013_NA_FlashTalking_dCPM,10333790,UF,16463,I_AIB_FGP_022_187FHI2747_UF_BAU-BAS-SLN_InFootprintZips_AMZ_HI-SUS-AFI-LFS-HIOF-32-M-OO-M,40074816,747
